Seccion,azul ,rojo ,naranja ,negro 
200,53,28,6,2
201,57,22,4,4
201,52,29,5,3
202,38,27,10,4
202,38,33,10,5
203,30,40,7,2
204,30,40,8,3
204,38,37,7,2
205,24,48,11,3
205,33,37,12,3
206,29,39,7,1
207,29,42,12,2
207,31,43,8,3
208,68,15,3,1
208,61,20,5,1
209,68,15,4,1
209,74,9,3,1
210,71,13,4,1
210,71,11,4,1
211,36,35,10,2
212,36,40,9,2
213,23,48,11,2
214,62,22,4,1
214,67,15,4,1
215,69,16,5,1
215,64,19,6,1
216,60,22,9,1
216,67,17,5,2
217,64,19,5,1
217,58,23,5,1
218,56,25,7,1
218,59,25,8,2
218,62,21,8,2
218,34,35,9,3
218,35,36,8,2
219,61,23,4,1
220,61,20,7,1
220,62,21,5,2
221,61,22,7,1
221,62,19,5,1
222,64,23,5,1
222,59,24,5,1
223,48,31,7,2
224,49,30,8,1
224,54,25,7,2
225,52,27,5,1
225,48,30,6,1
226,65,17,7,1
226,64,16,7,1
227,37,40,10,0
227,44,32,11,1
228,32,39,11,3
228,39,38,7,2
229,40,38,6,3
229,41,31,6,2
230,48,32,8,1
230,48,31,7,1
231,48,32,8,1
231,48,28,7,3
232,27,43,13,3
232,40,35,9,1
233,23,50,7,2
233,26,40,8,3
234,32,44,6,3
234,25,53,7,1
235,21,51,11,4
236,27,45,10,1
236,24,53,8,3
237,30,46,9,4
237,26,47,8,2
238,24,53,8,3
238,26,50,8,4
239,24,55,6,2
239,19,54,9,3
240,21,55,9,3
241,33,43,9,2
242,34,43,9,2
243,31,43,11,1
243,29,44,11,2
244,21,53,10,2
244,23,45,11,4
245,23,49,7,3
245,19,58,7,2
246,26,43,11,4
246,27,44,11,5
247,25,44,9,4
247,29,43,10,4
248,26,44,9,4
249,24,49,8,1
249,23,54,6,2
250,23,43,14,6
250,27,47,9,4
251,21,51,9,4
251,20,51,10,4
252,24,46,7,6
252,15,55,10,1
253,23,45,8,2
253,32,40,6,3
254,27,47,8,3
254,26,49,9,1
255,30,40,8,2
255,26,45,10,0
256,37,38,10,3
256,30,33,9,4
257,31,43,10,2
257,36,39,9,2
257,34,38,13,2
257,28,42,12,1
257,31,40,11,2
257,29,42,15,2
258,29,48,8,2
258,32,37,12,1
259,32,41,12,2
260,36,40,11,2
260,38,35,9,2
260,39,34,9,1
261,25,46,11,3
261,25,45,12,3
262,27,41,12,2
263,28,43,11,2
264,35,40,8,3
264,36,36,8,1
265,32,42,13,1
265,24,50,9,1
266,28,47,7,2
267,26,48,10,1
267,27,45,10,3
268,32,43,8,1
269,39,38,5,3
269,39,36,10,4
270,36,34,13,1
270,38,35,12,1
270,38,36,14,2
270,42,36,12,1
270,37,34,12,2
270,36,37,10,2
270,44,33,10,1
270,39,33,11,2
270,40,34,10,2
270,39,40,9,2
270,37,38,13,2
270,37,38,11,2
270,38,35,16,1
270,39,31,11,1
271,39,35,10,3
271,30,43,8,2
272,44,34,8,1
272,39,41,8,2
273,43,31,10,1
274,52,22,6,2
275,50,30,7,2
275,46,30,6,1
276,57,21,4,2
276,57,18,7,2
277,60,20,6,0
278,62,20,5,1
279,65,15,5,2
280,62,18,6,1
281,62,19,6,1
282,55,22,7,2
282,51,32,4,3
283,68,13,5,1
284,35,43,11,1
284,44,32,8,2
285,51,29,5,2
286,44,36,7,1
287,45,32,8,1
288,52,27,7,2
288,52,26,7,0
289,46,28,10,3
290,49,31,8,1
291,43,36,9,1
291,38,39,8,3
292,32,36,9,3
292,35,32,11,3
293,35,42,8,2
293,40,35,8,2
294,36,33,13,3
294,45,27,9,1
295,41,34,11,2
295,38,36,10,2
296,44,29,10,2
296,41,34,9,2
297,32,42,11,3
297,42,30,11,3
298,40,33,10,1
298,40,33,10,3
299,38,35,10,1
299,37,33,11,3
300,39,36,9,3
300,41,37,9,1
300,48,25,8,1
301,53,26,7,2
301,61,22,6,0
301,57,24,4,2
301,61,21,6,2
301,58,23,7,1
301,60,23,6,1
301,52,30,6,2
301,54,25,7,2
302,42,31,10,2
302,48,28,6,2
302,44,32,8,3
303,48,25,9,2
303,43,27,12,1
303,47,26,7,2
304,26,48,5,2
304,34,40,7,3
305,48,3,15,5
305,31,47,7,1
306,24,49,6,4
306,31,41,8,2
307,34,36,10,2
307,35,39,10,1
308,37,35,9,1
308,37,37,13,2
309,37,36,7,3
309,43,31,12,2
310,40,30,11,2
310,44,33,10,1
311,34,38,8,4
311,34,41,10,2
312,34,38,8,4
312,38,34,7,2
313,23,47,9,2
313,28,43,9,2
314,35,38,9,3
314,30,43,9,4
315,44,30,11,3
315,39,33,11,3
315,39,34,8,3
315,39,34,9,3
315,42,34,6,4
315,43,29,10,5
320,66,16,6,1
320,62,23,4,2
320,57,23,6,1
320,77,12,3,1
320,70,17,5,0
320,68,16,6,1
320,68,14,5,1
320,58,21,9,1
320,62,17,5,1
321,53,24,6,2
321,55,24,6,2
321,53,21,6,2
324,65,16,6,2
324,53,20,10,4
324,54,23,7,4
326,59,23,9,0
326,58,23,9,1
326,57,24,8,1
326,54,22,10,1
326,60,19,9,1
326,59,21,8,2
326,57,25,6,1
326,54,26,9,1
326,58,23,6,0
326,53,25,9,1
326,53,26,9,0
326,55,26,8,0
326,57,24,7,1
326,38,36,12,2
326,45,32,10,1
327,68,16,4,0
327,71,14,4,1
327,72,4,1,0
327,70,14,6,1
327,71,13,5,1
327,70,16,4,0
327,35,33,8,2
327,32,36,7,3
327,32,32,11,1
328,48,27,6,2
328,51,24,4,2
328,42,31,7,4
329,22,46,9,1
329,23,46,9,5
330,44,25,8,2
330,44,24,6,3
330,48,25,7,3
330,37,32,8,3
332,36,38,8,2
332,33,42,8,2
332,32,37,12,2
332,34,37,8,2
333,26,49,10,1
333,26,42,8,3
333,30,45,7,3
333,22,50,5,3
333,47,29,8,1
334,36,42,8,2
334,28,45,7,2
334,28,49,6,2
335,34,45,7,1
335,37,32,9,3
336,39,37,5,3
336,22,46,10,3
337,28,42,4,4
337,29,38,6,7
514,42,38,9,2
515,37,36,10,1
515,30,36,10,1
516,19,42,11,5
516,20,41,10,6
517,31,45,8,2
517,28,40,15,3
518,31,41,11,2
519,34,38,14,2
520,32,43,12,2
520,32,39,13,2
521,37,41,9,0
521,32,43,13,2
522,36,36,9,3
522,31,41,11,2
523,29,46,8,3
523,26,53,5,4
524,26,41,10,3
524,23,42,14,5
525,25,45,12,3
525,23,46,13,4
526,33,41,13,2
526,34,36,11,1
527,34,35,8,3
527,38,34,10,1
528,23,45,18,3
528,29,45,15,2
529,20,46,12,3
529,19,48,9,2
535,28,48,8,5
535,26,40,16,2
536,27,41,13,3
536,24,45,11,6
537,21,49,12,3
537,26,47,13,1
538,26,47,13,1
538,28,42,16,3
539,27,46,11,3
539,27,44,12,2
540,24,51,9,2
540,28,51,12,0
541,23,46,15,0
541,19,52,14,1
542,29,45,11,4
542,28,42,15,3
543,29,47,11,2
543,28,44,15,3
544,26,51,7,3
544,19,46,10,5
545,50,2,19,3
545,27,46,13,1
546,28,47,10,2
546,29,42,14,3
547,28,44,12,2
547,33,43,13,2
618,46,34,9,1
618,42,35,12,1
618,39,38,11,1
618,44,34,10,1
619,27,46,12,2
619,30,45,10,2
620,32,38,10,5
620,30,40,15,2
620,33,43,11,2
620,27,38,13,2
621,21,47,15,2
621,19,54,11,3
621,17,53,17,2
621,20,51,13,1
621,24,51,11,1
622,44,30,11,3
622,49,31,9,1
622,46,31,8,2
623,33,42,11,2
623,37,42,8,2
623,38,35,12,3
624,45,31,10,1
624,44,31,12,1
624,40,36,9,1
624,41,33,11,1
625,24,48,17,1
625,23,49,13,2
625,18,54,14,1
625,23,52,13,1
625,26,49,9,2
626,20,54,7,2
626,21,48,12,4
626,31,41,8,2
626,20,49,9,4
626,25,46,10,1
627,30,38,10,3
627,27,47,9,1
627,24,51,11,2
628,29,55,7,2
628,23,56,11,1
629,38,36,5,1
629,46,27,9,3
630,33,38,10,1
630,33,40,9,2
631,44,33,5,2
631,48,30,7,1
631,49,27,7,3
646,47,29,8,2
646,53,28,6,1
646,53,25,6,1
646,56,29,4,1
647,79,8,4,1
647,84,5,2,0
647,82,7,2,0
648,81,6,3,1
648,80,10,4,1
649,57,19,8,1
649,58,21,7,1
649,57,24,6,1
649,64,20,5,0
650,49,27,6,2
650,54,26,7,1
650,53,28,6,1
650,50,29,8,1
651,59,20,7,1
651,61,19,6,2
671,61,20,6,1
671,65,15,5,1
671,61,20,7,1
671,56,21,11,1
672,56,26,8,1
672,55,23,9,0
672,53,25,9,1
672,56,26,7,1
673,33,32,8,3
673,38,35,10,2
674,52,24,8,1
674,61,24,7,0
675,61,21,5,1
675,60,22,7,1
676,33,34,11,4
676,33,32,10,2
677,34,41,10,2
677,29,44,10,3
678,27,45,13,2
678,27,47,13,2
678,23,50,12,1
678,25,49,12,2
679,38,30,5,4
679,46,31,3,6
680,27,48,9,2
680,31,40,13,2
680,28,42,12,2
680,26,47,11,3
680,30,46,13,2
681,55,14,7,5
682,48,28,10,2
682,49,27,10,2
682,44,30,11,1
682,42,29,10,2
682,45,30,13,1
683,34,32,10,4
683,35,33,13,3
683,44,33,7,4
4074,34,39,4,1
4074,27,49,1,0
4074,28,45,3,1
4074,22,50,3,0
370,46,37,4,1
370,44,29,6,2
371,41,34,8,4
372,32,42,8,2
372,36,40,7,2
373,42,32,7,0
373,44,31,8,1
374,31,44,7,2
374,34,37,6,4
375,36,44,7,1
375,33,40,9,3
376,31,41,10,3
376,35,38,9,2
376,38,35,9,3
377,20,54,12,1
377,21,52,14,2
377,20,53,8,3
378,33,41,8,4
378,25,49,10,1
378,33,43,8,0
379,13,59,10,0
379,15,54,8,2
380,17,54,10,1
380,18,52,11,3
381,12,67,8,2
381,9,59,6,4
382,9,67,6,4
382,17,55,9,4
383,44,37,8,1
383,40,35,6,3
383,42,35,7,2
384,22,54,9,2
384,22,51,9,5
385,26,46,9,3
385,21,51,11,0
386,32,36,12,1
386,35,42,10,1
387,21,52,5,3
387,19,59,7,1
388,44,28,6,3
388,40,34,6,3
389,37,33,6,1
389,41,28,8,4
390,37,38,6,1
391,39,40,6,1
392,36,37,7,2
392,34,42,7,1
393,32,48,5,2
393,42,34,10,1
394,40,35,7,1
394,36,41,8,2
395,24,46,7,3
395,23,47,8,2
396,42,36,3,3
396,32,46,10,1
396,34,47,6,1
397,21,45,13,3
397,19,49,11,3
398,65,15,6,0
398,59,21,6,0
398,60,19,7,1
398,63,18,5,1
398,60,21,5,1
398,64,17,6,1
398,64,19,5,1
398,63,19,6,1
398,66,18,4,0
398,59,21,7,1
398,61,20,6,0
398,61,19,6,1
398,68,19,5,0
398,65,19,3,1
398,65,17,8,1
398,65,15,7,1
398,60,17,8,1
398,61,18,8,1
398,65,16,7,1
398,58,23,6,2
398,62,19,5,1
398,63,18,6,1
398,39,31,8,2
399,51,24,8,1
399,56,22,6,1
400,35,37,13,1
400,29,41,8,2
401,40,37,9,1
401,39,36,8,1
402,41,31,5,0
402,43,31,9,2
403,70,12,4,1
403,66,11,6,1
404,43,30,9,2
405,37,38,6,1
406,29,41,13,1
406,34,46,4,1
407,50,25,9,1
407,51,24,6,2
408,27,44,9,1
408,32,42,10,0
409,27,41,10,1
409,30,42,9,2
410,39,35,10,1
410,42,28,11,2
411,65,13,5,0
411,66,12,3,0
412,42,29,5,3
412,40,33,7,2
413,28,38,6,1
413,31,43,6,2
414,29,38,10,4
414,31,42,9,2
415,24,46,9,2
415,27,45,12,2
416,24,52,8,2
416,25,48,8,3
417,19,49,10,4
417,16,56,8,3
418,37,35,8,2
418,39,38,8,2
419,22,52,6,3
419,27,49,7,3
420,22,52,12,4
420,16,53,10,3
421,21,48,11,3
421,25,47,9,1
422,42,38,4,0
422,48,27,8,0
423,64,11,3,1
423,65,12,3,1
424,59,22,5,1
424,45,27,8,1
425,33,37,11,2
425,39,33,10,2
426,25,49,8,2
426,26,47,7,2
427,19,52,12,0
427,24,49,10,2
428,36,29,13,2
428,36,35,10,2
429,23,45,9,2
429,28,48,8,1
430,24,48,10,2
430,20,52,9,2
431,50,27,7,1
431,45,27,5,1
432,50,30,8,0
432,44,31,10,2
433,20,52,8,1
433,22,50,11,2
434,38,36,9,2
434,39,34,10,1
435,22,52,12,2
435,23,49,10,3
436,20,47,12,2
436,20,50,7,2
437,22,50,7,4
438,42,31,8,3
438,40,31,7,1
439,39,35,4,1
439,50,29,6,2
439,26,34,19,2
440,31,42,9,1
440,30,39,9,3
441,27,43,10,3
441,24,43,11,3
442,19,47,18,2
442,26,47,10,3
442,28,45,11,2
443,21,52,7,1
443,21,50,11,2
444,36,36,9,1
444,32,39,11,2
444,32,38,13,2
444,36,35,12,2
444,32,39,12,3
444,29,39,13,2
444,39,36,10,2
444,33,38,11,2
444,34,36,12,2
444,38,37,11,1
444,35,40,12,2
444,34,40,11,2
444,35,36,11,2
444,34,39,10,1
444,33,37,11,1
444,32,44,11,2
444,33,36,15,2
445,19,50,11,2
445,23,42,18,2
446,24,46,13,3
446,30,41,12,1
447,25,41,13,2
447,27,43,13,3
448,44,34,6,1
448,35,39,8,1
448,36,37,10,1
449,49,25,8,1
449,45,33,6,1
450,53,21,5,2
450,47,24,6,1
451,41,27,10,2
452,32,44,10,0
452,27,49,12,1
453,30,40,12,0
453,28,47,7,0
454,24,51,9,1
454,26,49,9,3
454,20,50,11,1
455,20,60,0,20
455,30,38,13,2
455,31,42,9,1
455,33,39,13,1
455,31,44,10,3
456,32,38,12,1
456,33,39,12,1
456,32,37,15,1
457,25,47,10,4
457,16,54,12,2
458,28,42,11,2
459,35,34,13,2
459,38,38,9,2
459,37,36,7,1
459,24,37,14,2
460,29,46,10,1
460,24,42,10,4
461,19,53,10,3
461,22,48,10,4
462,16,57,11,4
463,29,49,8,3
463,20,52,12,2
464,14,59,11,1
464,14,56,13,3
465,13,56,11,3
465,15,56,9,2
466,15,57,10,2
466,10,64,9,3
467,18,52,10,1
467,22,49,14,1
467,24,46,14,3
468,28,45,9,2
468,26,46,11,2
468,24,44,12,1
469,20,46,17,3
469,22,47,13,1
469,26,48,13,1
469,27,45,15,1
469,24,48,13,2
469,19,50,13,4
469,24,51,12,2
469,27,47,13,1
469,20,50,13,2
469,20,51,13,2
470,41,36,9,1
470,36,38,14,2
470,36,40,11,1
470,34,40,12,1
470,37,35,13,1
470,39,32,12,3
470,34,38,13,2
470,37,38,12,1
470,35,41,13,2
470,36,38,11,1
470,36,36,13,1
470,36,39,10,1
470,35,37,13,2
470,39,34,12,1
470,36,38,10,1
470,35,38,12,1
470,31,41,14,1
470,37,39,10,2
470,36,39,10,1
470,41,36,11,2
470,37,38,13,1
470,37,37,13,2
471,26,43,12,2
471,27,45,10,4
472,19,51,11,3
472,21,52,9,3
472,22,50,8,2
473,11,62,11,1
473,10,55,14,4
474,11,63,8,3
474,8,63,11,4
474,9,60,11,2
475,9,62,15,0
475,9,64,9,1
476,13,63,10,0
476,23,46,15,2
476,16,56,14,3
477,19,52,12,4
477,16,52,11,3
478,17,61,6,3
478,20,53,10,1
478,17,59,9,2
479,18,54,9,1
479,16,59,9,3
480,26,40,16,1
480,29,38,14,3
480,26,48,11,2
480,26,42,13,2
480,28,43,11,1
481,22,48,11,3
481,21,54,11,1
481,17,52,12,3
482,18,50,10,3
482,28,47,13,3
482,22,50,14,3
483,25,48,11,1
484,14,61,11,1
484,19,51,10,3
485,19,56,11,2
485,12,57,12,2
486,23,52,8,1
486,16,50,12,2
487,27,53,11,1
487,18,57,11,3
488,29,45,13,1
488,20,48,14,1
488,24,47,14,2
488,21,56,10,2
488,25,47,9,2
488,25,48,15,1
488,26,51,9,1
488,29,48,12,2
488,25,48,13,2
488,23,48,17,0
488,27,47,14,1
488,23,49,10,3
488,28,47,9,2
488,29,42,13,1
488,26,49,12,2
488,26,46,13,1
489,28,39,9,3
489,24,47,11,1
490,20,53,12,2
491,15,57,7,2
491,12,67,6,2
492,18,62,8,1
492,22,53,12,1
492,18,59,11,2
493,16,55,11,2
493,14,58,9,2
494,21,54,10,0
494,22,50,12,3
498,9,67,9,2
498,15,58,10,1
499,18,55,9,3
499,13,60,8,4
500,22,46,15,2
500,16,59,12,1
502,14,57,17,1
502,16,55,12,2
502,15,59,9,2
502,22,52,12,1
502,14,60,14,2
502,17,56,13,1
502,15,55,11,2
502,17,53,15,2
502,15,57,15,1
502,16,58,13,1
502,18,56,14,2
503,21,51,11,4
504,7,64,6,4
504,14,64,5,4
505,10,61,11,1
505,13,69,9,2
548,15,54,8,6
564,22,46,13,3
564,23,54,8,0
572,16,56,11,2
572,14,54,12,2
572,18,49,11,3
572,14,54,10,2
572,13,57,10,4
573,11,53,11,4
573,11,61,9,2
593,11,60,11,1
593,14,60,12,2
594,7,69,6,2
594,5,73,8,0
594,9,68,10,3
594,6,75,6,1
594,7,66,8,3
594,7,67,4,1
594,6,72,7,2
594,6,67,10,0
594,9,68,11,0
596,9,62,11,1
596,6,68,8,2
596,15,69,9,0
596,12,62,10,0
681,41,35,7,2
682,52,27,4,3
682,53,29,6,1
682,51,28,5,1
682,50,29,6,0
683,27,46,10,3
684,27,44,11,1
685,28,40,12,3
686,23,53,9,2
687,21,49,11,3
688,21,51,9,2
689,15,49,16,3
1807,13,59,14,2
1807,12,64,10,3
1807,15,60,8,1
1807,10,63,13,2
1807,11,64,11,1
1807,30,11,4,1
1807,12,60,13,1
1807,12,55,14,1
1807,13,60,11,1
1807,10,60,19,1
1807,9,62,12,0
1807,11,68,10,1
1807,10,61,11,2
1807,12,61,13,3
1807,12,67,11,1
1807,4,77,4,1
1807,3,77,5,1
1807,2,71,11,1
1807,4,74,7,1
1807,5,74,4,1
1807,2,71,8,6
1807,4,75,7,1
1808,6,73,5,1
1809,11,69,10,2
1809,6,63,16,3
1810,6,73,11,1
1810,11,66,11,1
1811,8,65,11,4
1812,7,72,11,1
1813,6,76,6,1
1813,6,74,6,1
1814,5,71,8,1
1815,7,67,10,3
1816,17,57,8,2
1817,4,72,12,2
1818,1,78,7,1
1819,10,71,8,3
1819,6,75,9,5
1820,9,70,8,1
1821,3,74,9,1
1822,7,64,12,4
1823,9,63,11,2
1824,11,66,9,2
1825,8,69,10,2
1825,10,63,8,3
1826,5,69,10,3
1827,3,76,8,2
1828,5,67,10,1
1828,8,70,7,4
1829,5,72,9,2
1830,15,49,14,4
1831,4,73,8,1
1831,4,80,5,2
1832,6,77,9,2
1833,14,70,6,1
1833,8,66,12,1
1834,7,73,5,2
1834,3,78,12,1
1835,9,72,8,1
1836,6,71,10,0
1837,8,71,12,1
1838,5,72,9,1
1839,5,73,9,0
1840,7,77,6,1
1840,3,73,10,1
1841,3,77,6,5
1842,8,74,4,4
1842,7,73,7,2
1843,7,73,8,2
1844,5,73,12,0
1844,4,76,6,2
1845,7,66,8,2
1846,5,72,7,3
1846,5,72,9,3
1846,2,73,6,2
1846,4,73,6,1
1943,11,72,6,3
1943,12,67,12,1
1944,6,74,7,1
1944,8,72,6,2
1944,9,71,9,1
1945,11,55,11,4
1945,9,64,10,1
1946,9,74,9,0
1946,8,70,10,1
1947,10,63,10,1
1947,9,69,7,1
1947,12,53,13,1
1947,13,54,15,1
1948,12,69,9,1
1948,8,67,8,4
1948,5,70,8,1
1948,7,73,10,1
1949,6,64,13,0
1949,6,74,8,1
1949,0,60,20,20
1949,8,73,10,1
1950,9,72,11,0
1950,7,68,12,2
1951,6,71,7,1
1951,7,69,9,1
1951,3,78,7,2
1951,6,68,11,2
1952,5,71,11,2
1952,8,67,11,3
1952,3,79,5,2
1952,3,67,11,2
2054,7,69,7,2
2054,2,76,6,0
2054,4,75,7,2
2054,6,71,6,1
2055,14,59,11,2
2055,16,52,10,6
2055,12,54,12,4
2056,6,75,7,1
2056,4,73,4,5
2056,7,71,6,1
2057,3,81,6,1
2057,3,71,5,2
2057,3,77,4,1
2057,2,74,7,2
2057,4,79,5,1
2089,18,51,16,4
2089,18,56,10,1
2090,20,57,11,1
2090,21,50,12,2
2090,16,63,8,1
2090,19,51,15,1
2091,18,53,13,0
2091,16,62,11,1
2091,18,54,13,2
2091,13,58,16,2
2092,16,52,13,2
2092,19,44,16,1
2092,19,50,15,1
2092,23,57,10,2
2093,18,56,11,1
2093,24,49,13,2
2093,22,48,17,2
2093,23,44,20,1
2094,12,59,13,1
2094,13,69,7,0
2094,20,60,11,1
2095,27,45,13,1
2095,26,47,14,1
2095,26,46,13,0
2095,13,64,7,2
211,17,59,14,0
212,14,58,6,2
213,13,69,8,2
213,13,56,11,5
214,15,59,8,3
215,15,59,11,2
216,19,60,7,1
217,29,50,6,5
218,26,41,6,4
219,30,35,7,2
220,47,30,4,1
221,38,35,7,1
222,0,67,0,0
222,49,23,5,2
222,18,36,32,0
223,56,20,4,1
224,68,11,3,1
225,67,13,4,1
225,64,14,5,1
226,41,34,5,1
227,17,57,7,1
228,12,58,6,4
229,15,55,10,1
230,22,56,6,2
231,21,50,11,4
231,19,61,6,1
232,15,48,7,3
232,24,39,6,3
233,18,55,8,1
234,16,59,8,2
235,13,64,9,2
236,9,28,4,50
237,11,55,11,1
237,22,49,9,2
238,20,49,7,11
239,16,62,8,0
240,30,38,6,5
240,31,35,7,1
241,47,26,6,1
241,52,25,6,1
242,60,18,6,1
243,58,22,5,1
244,44,30,6,2
245,44,29,7,0
245,24,51,7,1
246,31,43,9,3
246,29,46,9,3
246,19,56,6,1
247,13,57,15,1
247,15,53,9,5
248,14,60,7,4
249,20,51,8,2
250,13,66,9,0
251,21,51,9,2
252,14,60,8,3
252,13,56,7,5
253,14,64,7,2
253,17,60,8,2
254,15,51,8,5
254,17,60,7,0
255,18,54,11,4
255,17,55,10,3
256,16,55,9,1
257,15,54,9,5
257,12,58,9,4
258,14,56,11,2
258,18,55,10,1
259,15,53,12,2
260,19,48,11,1
261,20,56,9,2
262,16,55,9,2
263,16,52,10,3
264,34,41,5,2
265,29,39,11,0
266,31,38,10,2
267,29,45,10,4
268,34,35,11,3
268,36,34,8,1
269,29,43,9,2
270,35,35,11,3
270,32,39,7,1
271,34,40,8,1
271,39,32,7,2
272,30,39,7,1
273,43,38,9,1
273,32,40,8,3
274,27,45,12,2
274,34,34,11,1
275,30,40,11,1
276,30,43,6,2
276,27,47,5,2
277,19,51,12,4
278,20,52,8,2
279,13,55,13,2
279,15,54,12,2
280,15,56,10,2
280,19,57,7,3
281,16,63,9,2
281,15,54,10,4
282,22,46,10,5
282,21,45,12,3
283,18,45,14,3
283,14,56,13,3
284,23,52,8,3
284,23,50,9,3
285,17,51,9,5
285,15,60,6,0
286,27,49,7,3
286,31,44,10,2
287,26,44,8,2
287,20,48,9,3
288,25,46,13,2
289,19,52,8,3
290,28,42,11,2
290,30,40,11,2
291,26,41,9,2
291,23,51,10,2
292,56,21,6,0
292,49,24,9,1
293,20,53,8,2
293,19,53,8,1
294,19,54,9,2
294,23,48,9,3
295,43,36,3,2
296,39,39,8,2
296,22,48,9,1
297,23,43,12,2
297,29,48,6,0
298,22,47,12,3
298,19,51,11,1
299,26,43,12,2
299,22,51,11,3
300,22,48,11,0
300,22,56,14,0
301,22,51,10,0
301,19,51,9,4
302,36,35,13,1
302,37,30,6,4
303,40,34,4,3
303,43,33,5,1
304,22,42,13,2
305,26,48,9,1
305,21,48,11,2
305,21,53,8,1
306,13,58,11,2
306,15,58,9,1
307,13,63,6,2
307,12,63,8,3
308,16,53,14,4
308,17,51,11,2
309,56,20,7,1
309,51,28,5,0
310,54,24,8,2
310,60,20,6,1
311,38,33,8,2
312,38,38,7,3
312,36,31,11,2
313,32,43,7,2
313,36,38,8,2
314,47,25,11,2
314,44,29,7,2
315,40,32,7,1
315,37,39,8,1
316,17,55,7,3
316,17,49,14,3
317,26,49,8,3
317,20,46,11,2
318,55,20,5,1
319,12,60,11,5
319,10,64,10,4
320,19,56,15,1
320,13,63,8,2
321,16,60,8,5
321,17,58,11,3
322,24,49,11,3
323,22,49,7,2
323,23,48,11,2
323,23,45,11,1
324,40,28,8,1
324,38,34,8,1
325,40,36,7,1
325,35,40,10,2
326,53,22,7,1
326,53,24,5,1
326,60,19,7,0
327,21,48,10,2
327,21,53,9,0
328,18,55,6,4
328,16,51,11,4
329,17,58,8,1
329,18,53,9,3
330,13,59,9,2
330,17,51,15,2
331,21,50,12,3
331,16,58,11,1
331,17,53,14,3
331,23,51,8,1
332,30,39,11,1
332,29,46,11,2
333,44,33,9,2
333,36,32,13,3
333,38,35,12,1
333,39,35,12,2
333,37,37,11,1
334,46,26,9,3
334,42,35,9,2
335,46,30,8,1
335,45,29,7,1
336,23,53,6,2
337,19,50,9,4
337,15,61,9,1
338,12,54,13,3
338,16,54,14,1
339,28,43,14,3
339,29,42,11,1
339,26,41,13,2
339,30,44,11,1
340,13,66,10,1
340,15,62,6,2
341,9,67,6,1
341,10,63,14,1
342,24,51,10,1
342,27,48,9,2
343,19,56,10,1
343,25,45,10,2
344,27,41,9,1
344,26,47,7,1
345,16,54,12,2
345,18,53,12,2
346,30,36,15,2
346,27,45,12,2
346,27,44,13,1
346,27,41,15,0
346,29,42,14,2
346,27,45,13,2
346,27,40,17,2
346,28,43,14,2
346,30,42,16,1
346,29,46,12,0
346,26,43,15,3
346,31,44,9,0
346,27,44,14,1
346,31,39,13,0
347,38,37,10,2
347,40,32,10,2
347,41,31,10,2
348,45,31,8,1
348,44,30,13,1
349,7,68,6,0
349,16,58,9,3
350,16,60,8,3
350,12,60,13,3
350,13,58,9,2
351,10,66,11,2
351,12,60,10,3
351,13,64,9,2
352,21,59,9,1
352,14,55,15,2
353,7,69,11,2
353,12,57,13,2
354,17,54,11,2
354,21,56,8,1
355,18,60,6,2
355,9,65,9,4
356,24,46,12,2
356,19,53,14,2
356,21,52,16,1
356,21,46,14,2
356,23,50,14,2
356,18,54,14,2
356,23,54,10,2
356,17,51,10,2
357,31,41,11,1
357,30,46,8,3
357,31,38,14,1
357,31,39,15,2
357,32,39,13,3
357,27,42,14,1
357,31,42,12,1
357,29,45,15,1
358,23,44,14,3
358,27,44,10,2
358,27,45,13,2
359,8,57,13,5
359,13,62,8,2
360,11,62,9,3
360,18,57,10,3
361,16,56,14,1
361,19,49,12,3
361,17,52,15,2
362,36,37,9,1
362,35,33,7,3
363,13,63,8,3
363,10,61,11,2
364,30,47,10,2
364,22,55,11,2
365,21,48,11,1
365,20,54,10,2
366,20,52,15,2
366,20,49,14,1
366,20,52,14,1
366,20,54,12,2
366,25,46,13,2
366,19,52,17,1
366,22,53,11,1
367,8,66,5,3
367,13,59,9,4
368,22,53,10,1
368,21,51,10,4
369,27,43,8,1
369,26,43,12,1
495,13,56,13,2
495,13,61,8,3
496,9,63,10,2
496,10,60,8,4
496,9,57,13,2
496,9,59,11,2
496,15,57,11,1
496,10,63,13,3
496,9,68,7,1
517,15,61,10,1
517,13,60,11,3
518,14,59,12,3
518,13,62,8,3
518,11,61,9,3
518,15,52,12,4
518,12,55,16,3
518,8,63,10,4
519,16,55,11,4
519,13,65,7,3
519,12,65,6,3
519,11,61,11,3
520,8,68,10,1
520,12,64,9,3
520,14,61,8,1
520,13,60,11,3
520,10,64,10,1
521,15,62,12,2
521,14,52,9,4
521,11,64,10,2
522,10,64,10,2
522,10,65,8,1
522,9,68,7,4
522,7,71,6,2
522,11,65,10,2
522,8,68,13,0
522,12,60,10,8
522,9,64,10,2
522,13,67,5,2
523,8,65,10,2
523,9,62,11,3
523,12,63,11,2
523,8,62,14,1
523,11,69,8,1
523,11,66,6,2
523,7,60,13,2
523,8,72,11,0
523,9,72,9,2
523,8,71,10,4
523,12,63,12,3
523,11,63,6,3
524,13,59,9,3
524,12,65,4,3
525,11,57,8,1
525,17,56,9,3
526,12,64,9,2
526,14,59,10,2
527,7,63,11,3
527,8,63,9,4
